120 100 15000.0
65 21 96 1796349.2
7 22 47 670131.6
10 16 80 1719127.1
2 2 56 1390720.5
42 13 50 1088298.7
93 73 92 545042.1
69 39 63 749316.1
83 56 70 440632.8
79 82 105 700743.9
4 15 92 2135663.9
77 23 24 115374.2
86 76 105 719733.9
25 30 61 840347.6
84 27 28 107400.8
25 50 114 1553330.0
3 67 69 113195.4
71 10 43 884195.9
50 87 119 999804.0
8 34 101 1790285.2
81 45 108 1462638.5
51 19 118 2222992.7
55 50 107 1730095.5
10 86 102 462684.7
23 26 68 997306.6
46 85 87 204948.0
10 32 58 760415.2
38 12 120 2686972.3
56 57 106 1250109.3
51 110 112 91897.3
71 23 97 1826755.9
2 5 13 237229.7
34 27 78 1356325.8
71 75 109 865189.4
31 36 56 583912.2
43 80 97 773109.1
43 97 103 176354.0
87 103 119 473288.7
57 61 120 1569055.8
44 60 83 845217.7
25 14 35 709150.1
71 13 29 582053.2
30 99 120 658557.3
22 44 53 329181.7
62 83 112 936218.2
81 31 66 874732.2
74 10 92 2057130.5
76 57 95 837944.7
37 75 103 921622.3
91 77 81 226803.6
65 50 73 616278.1
28 46 79 919568.9
31 46 69 566174.1
67 2 2 93291.3
99 41 49 272464.8
86 95 117 575435.2
84 24 82 1599410.7
9 8 100 2233347.8
24 65 78 428860.0
94 35 89 1424891.1
96 31 68 966199.2
95 6 63 1451971.0
47 108 109 58841.6
58 110 118 245459.2
67 32 119 2218784.4
64 45 115 1762286.6
1 26 79 1360989.5
42 4 115 2867546.9
42 35 47 353822.8
58 31 107 1707771.2
65 67 108 1067885.4
21 35 101 1743001.8
72 10 38 941671.4
96 66 116 1160927.4
46 73 77 182104.5
15 18 39 658681.7
43 71 115 1433217.1
2 94 97 143027.0
48 63 95 938200.4
78 13 32 508851.3
100 24 57 919535.6
58 60 64 153233.0
79 16 109 2550942.0
86 39 48 308340.4
91 14 37 651057.0
59 12 16 124450.1
90 1 114 2944800.8
7 101 104 151653.6
64 48 108 1459625.2
22 27 83 1545107.7
23 47 65 496914.5
71 82 114 877406.0
63 61 81 557652.8
70 49 61 446873.2
35 56 101 1296025.6
23 91 104 464388.8
30 10 81 1889730.2
66 71 83 400266.9
10 15 90 1992515.8
36 58 115 1265342.4
65 36 36 19696.5
37 10 74 1714314.0
36 37 38 107009.0
32 9 71 1646900.9
2 67 68 83003.2
51 52 106 1343189.3
90 11 118 2814262.4
45 38 96 1440345.7
15 1 89 2271695.6
42 71 104 1030390.6
83 60 117 1500797.8
98 65 79 436459.3
97 30 96 1734819.7
1 59 59 89557.9
50 29 95 1713408.7
43 84 117 1141610.3
72 30 109 2066628.2
77 83 103 563013.9
100 53 54 18043.0
83 52 54 121542.9
37 12 67 1601266.7
86 16 19 205427.4
78 105 118 364833.8
73 25 101 1942048.2
31 9 51 1072141.2
82 83 91 277711.1
87 26 47 591404.2
87 4 8 294837.1
41 86 113 763034.7
77 5 75 1913998.5
79 96 114 595950.1
76 56 108 1196265.6
55 88 113 871097.8
69 5 73 1726918.3
48 43 109 1596145.6
59 24 70 1222837.3
39 14 58 1214622.5
75 32 55 728653.1
60 8 94 2081959.9
52 6 106 2374788.3
31 15 115 2545615.0
61 19 35 482872.0
90 33 79 1313033.2
50 50 67 436957.3
9 104 113 336208.5
10 19 105 2259365.7
92 46 70 681119.9
14 64 73 282007.4
41 1 52 1362668.3
44 56 103 1414478.7
32 90 99 330379.5
41 31 54 687396.0
20 62 93 792987.1
34 33 120 2328783.6
18 38 43 226704.9
66 3 120 3125607.0
31 31 64 829054.1
29 18 39 664589.2
60 17 82 1626066.2
95 73 102 783293.3
43 16 61 1177161.9
95 24 107 2056769.9
75 3 52 1469309.8
53 7 87 2179597.4
15 22 24 173016.2
37 57 89 875441.7
73 50 88 1002104.8
42 23 115 2427932.6
90 6 12 190570.4
99 65 104 1060767.1
33 16 116 2425445.3
18 96 116 616033.7
4 82 85 186606.2
4 41 87 1331795.9
49 14 84 1779685.5
11 22 60 1066888.8
1 51 70 637082.7
86 37 112 1782356.9
19 58 103 1222226.7
30 10 72 1566576.9
90 81 119 1071450.2
35 28 59 912355.3
53 40 71 884848.6
49 64 102 1091752.8
96 17 50 887256.5
79 26 49 666831.6
87 23 90 1860286.4
98 21 81 1750295.6
97 14 72 1510896.5
72 5 13 338748.0
42 16 78 1687805.2
67 56 111 1412319.4
56 33 118 2152566.5
14 29 43 440952.4
20 11 93 1973387.8
91 56 109 1530265.0
49 1 45 1287292.4
79 4 14 349683.8
9 30 60 774784.1
74 97 114 505801.3
83 7 35 813397.7
62 39 119 2140745.7
92 12 23 359095.2
24 85 86 125613.8
21 2 28 675165.0
4 21 98 2130936.3
41 9 72 1686078.9
51 88 117 719510.5
19 59 75 523758.9
15 39 88 1304833.8
70 59 99 1090721.0
80 58 73 526399.3
86 28 96 1683389.0
43 96 98 166866.2
67 38 80 1235816.5
20 4 79 1839917.5
9 3 11 222606.0
4 69 79 377551.1
100 28 57 832160.4
78 12 32 582579.2
22 29 118 2351133.8
78 34 64 866161.6
65 4 104 2353018.8
30 13 31 479470.1
1 8 35 794155.9
73 9 73 1660093.3
51 100 102 125393.9
29 52 76 611314.0
74 87 89 80726.5
5 9 79 1818447.6
84 30 55 763953.5
82 89 115 654947.8
4 34 86 1453190.5
26 53 113 1632073.9
91 74 102 935075.1
7 70 107 998431.0
13 38 60 556635.8
94 11 111 2598149.1
62 28 77 1317228.7
27 16 99 2053398.0
95 32 67 894243.9
70 9 112 2592480.6
74 37 118 1928332.5
45 75 111 957857.8
31 55 72 467872.9
14 96 120 682704.5
91 9 106 2615944.2
48 8 53 1223679.0
47 21 78 1633487.3
19 65 76 417616.3
8 41 63 814018.7
94 54 67 551400.5
100 29 76 1229627.7
3 105 109 264555.8
7 19 60 1182761.4
81 84 98 281591.1
91 66 109 1225870.3
100 88 120 827705.4
61 14 62 1162848.4
52 3 101 2302706.5
82 105 116 341243.5
98 85 104 638363.3
64 15 71 1314253.7
76 1 74 1765528.4
5 77 85 290651.7
8 12 31 551214.6
89 8 104 2222975.8
67 13 96 2150103.1
94 47 67 726590.5
20 21 89 1630517.7
23 22 39 549783.8
42 21 42 736472.4
73 54 79 755953.1
18 33 80 1276520.8
97 92 93 70863.7
41 31 96 1762512.6
56 82 115 949227.3
71 111 118 251341.6
5 53 111 1562363.8
91 31 47 447881.3
35 75 117 1350177.5
32 11 52 1062969.6
89 11 93 1956134.4
77 95 104 277964.2
23 35 73 873098.3
36 86 110 593603.3
84 79 97 612208.3
56 27 120 2305493.9
18 68 118 1401327.4
84 98 114 427943.9
13 19 35 543417.1
23 13 81 1525184.2
15 40 61 651921.0
34 26 36 317753.5
73 15 110 2415321.4
40 19 104 2092135.9
20 5 34 784359.9
65 27 50 591192.5
65 76 104 801395.0
50 49 55 226092.6
16 15 106 1986477.7
24 17 74 1745058.0
37 85 105 672800.0
33 14 29 494779.2
85 14 90 2063167.3
63 46 96 1323829.2
64 84 112 784917.1
78 11 73 1659742.2
67 6 66 1639571.0
83 1 37 1053245.3
47 58 69 346757.2
3 46 65 578861.7
96 58 60 167405.6
67 71 109 998896.2
42 40 73 908628.0
30 95 116 640609.4
80 41 110 1889271.1
28 92 93 110249.5
91 59 66 266944.6
81 50 105 1338911.8
22 83 91 254147.4
94 38 47 283759.8
6 5 42 1004131.8
18 7 36 894142.2
92 104 119 414468.7
92 45 45 29862.1
87 90 119 788062.6
27 7 96 2200223.3
27 19 30 450207.9
52 24 84 1483189.6
91 31 117 2387149.0
3 23 37 377992.1
80 58 77 643825.6
89 65 100 948813.2
59 8 47 1004880.6
80 78 103 747264.2
37 33 71 1117717.5
99 90 114 648930.6
97 45 108 1623891.1
89 51 100 1276206.1
84 2 43 1188346.7
50 21 74 1285444.3
90 50 57 262461.2
16 38 69 722862.4
89 3 113 2543929.5
60 49 105 1428376.2
67 29 108 2040973.1
86 19 52 956096.0
53 85 114 782083.4
46 19 38 547182.7
65 57 115 1408031.9
83 59 67 282750.2
90 5 86 2148219.1
28 68 113 1138246.6
87 10 15 200573.0
15 77 117 1094655.0
7 7 22 518674.0
22 57 111 1419858.0
28 67 83 504737.4
75 36 97 1548471.1
51 6 98 2216793.8
81 36 91 1337204.7
91 32 63 943142.1
3 59 106 1275349.9
28 1 1 105979.7
25 12 45 936644.9
72 108 120 492934.7
69 88 110 722939.2
91 72 93 774919.8
81 6 30 548089.9
58 46 88 911533.1
45 15 63 1237085.4
71 1 6 231431.5
65 22 37 477621.2
96 14 56 1055422.7
4 47 109 1743485.0
23 4 106 2411800.4
72 85 116 895813.0
14 45 105 1496208.3
14 24 65 1148012.5
72 34 77 1225086.1
11 104 116 368957.1
87 91 96 220807.4
19 7 95 2227534.0
15 69 111 1104582.9
42 23 84 1641020.2
74 4 37 1023927.9
91 68 99 1007376.5
100 12 41 852820.3
50 87 92 257320.7
38 54 70 512249.4
75 5 52 1434860.6
88 20 87 1556170.9
78 31 71 1122116.2
68 78 104 824036.7
30 8 29 606094.8
57 21 74 1425693.9
12 15 59 1062205.7
44 41 93 1505288.9
68 67 76 294200.7
95 35 56 539689.4
33 24 98 1867660.8
71 33 115 2033909.4
36 36 108 1595888.8
15 68 120 1432011.0
56 25 92 1625289.4
41 104 112 322571.2
95 15 86 1831699.3
98 95 120 885049.0
47 10 65 1520725.7
31 70 96 827896.1
99 30 49 596107.3
61 57 67 311286.5
97 63 116 1384149.1
44 14 32 509087.4
72 58 76 677831.6
4 73 99 835621.0
16 3 14 375244.4
57 23 38 447312.6
38 9 78 1783436.4
28 59 73 463642.4
27 44 66 676839.4
54 83 113 702911.0
38 21 39 510680.8
47 73 104 956714.5
16 42 117 1762055.9
62 18 119 2660210.5
49 99 116 700369.8
66 25 106 2218767.4
47 17 93 2085455.0
29 103 118 373055.9
76 17 70 1358322.6
37 18 78 1651545.2
91 13 56 1128002.0
28 24 87 1677028.1
39 25 116 2458878.9
64 69 95 695379.6
31 29 36 236154.3
48 53 56 129109.3
66 76 91 454910.2
8 82 116 1067619.5
12 30 72 1077970.5
38 3 101 2519015.9
36 25 112 1982805.2
10 23 108 2231600.1
65 61 72 306624.7
81 11 107 2195051.2
47 81 83 133976.3
34 78 111 988539.1
79 31 52 599305.8
97 68 97 860036.3
32 7 86 1988501.9
55 68 92 728456.4
14 10 30 645367.9
51 110 120 312165.4
37 22 52 967109.4
98 52 95 1235488.9
45 32 96 1618171.3
74 55 103 1090864.6
64 9 118 2618213.5
55 42 87 1357478.0
58 8 68 1461102.3
87 38 69 865517.3
79 7 59 1469043.3
99 31 32 100264.5
16 41 60 489219.1
18 61 106 1296403.8
82 52 93 1174991.9
3 9 31 573670.8
15 53 57 240886.9
13 9 47 1145262.8
24 55 97 1236538.2
95 4 6 128410.3
29 86 105 558225.2
63 28 110 2057747.9
70 23 109 2152363.0
52 87 109 607889.3
9 55 92 1023240.3
10 74 97 619588.4
74 4 47 1272992.9
27 66 93 780803.3
12 87 103 484021.1
66 6 27 712314.2
91 28 84 1584100.2
81 4 96 2012401.3
81 21 31 353466.2
19 18 104 2136193.3
32 50 94 1218950.8
44 18 48 733215.2
73 30 118 2235885.6
66 56 65 344649.1
87 99 115 443463.3
5 86 116 816445.9
55 36 118 2375142.5
86 16 43 851952.9
73 9 49 1049945.5
10 56 61 278060.9
96 40 46 216258.0
85 56 94 1112635.4
92 35 49 500956.1
53 31 97 1722382.1
19 8 38 805423.2
27 10 63 1330068.5
45 41 77 848655.6
72 26 32 212101.4
18 22 38 526037.6
79 7 96 2413871.7
69 55 73 551377.4
91 67 87 716736.7
11 78 94 502612.8
91 17 100 2346474.1
51 18 65 1086787.1
81 52 80 836665.3
60 10 80 1771887.4
21 86 98 392863.1
96 13 95 2019398.5
45 8 30 627518.7
80 11 31 608292.2
66 50 120 1878447.1
3 4 34 691953.5
38 1 79 1987352.1
65 103 107 154772.8
52 95 108 385919.5
27 76 98 673826.1
41 22 54 834345.0
45 51 84 829879.5
78 41 57 498579.3
20 15 84 1710727.8
10 31 31 101018.1
14 57 98 1025209.7
59 24 61 984921.1
9 34 92 1523243.6
54 47 49 108843.2
45 8 22 451942.9
31 73 77 220104.9
31 45 71 619557.2
98 66 106 1160752.3
99 3 32 738058.4
93 52 106 1500587.0
53 3 7 165198.7
74 42 82 1034141.7
82 67 94 921817.4
12 28 109 1985219.3
16 5 63 1285516.7
2 117 120 203620.5
46 33 102 1796779.6
82 9 112 2768405.4
79 12 43 873249.3
16 45 87 978145.1
36 30 114 1919678.2
55 68 77 397316.9
10 48 54 265627.5
53 20 111 2345779.1
26 28 115 2298643.8
17 101 108 154533.6
28 29 79 1302312.2
86 20 30 455149.4
54 102 111 331820.5
52 41 96 1300762.0
32 55 112 1586608.5
61 50 86 949398.6
7 30 81 1438053.2
92 53 64 358734.9
92 4 11 283455.6
67 44 93 1266927.8
14 57 88 734876.8
91 8 88 2206644.1
55 3 59 1400435.8
74 118 118 76503.7
46 21 75 1372518.3
7 39 79 1201145.9
61 35 105 1898439.5
4 5 109 2836553.7
87 120 120 98677.0
63 62 75 396183.9
5 28 31 273987.4
94 7 119 2810976.7
57 9 101 2356031.1
57 6 113 2749714.4
21 21 35 425938.0
30 2 93 2390142.4
21 37 117 2081925.0
70 8 113 2618690.6
29 20 81 1527900.4
73 16 97 2046478.6
4 51 76 775779.9
17 17 59 1059713.3
38 90 94 278625.8
94 39 51 407723.8
14 52 112 1457575.2
100 39 82 1169879.8
74 38 113 1826646.5
57 72 109 1035726.8
1 51 52 68132.7
94 108 109 106553.8
50 43 74 816177.5
64 8 84 1762428.6
85 17 47 911683.3
93 60 74 569894.8
57 44 100 1521908.1
18 34 69 877715.4
58 17 54 954519.2
42 18 71 1453100.5
17 92 101 259051.5
70 26 53 877430.3
58 30 31 104128.3
49 65 114 1371071.5
11 1 74 1919781.1
53 38 95 1468675.8
48 104 110 228278.5
25 4 88 2137251.5
13 71 101 863792.0
24 93 101 321387.2
42 32 45 451304.9
29 29 63 837107.2
4 90 100 401730.8
99 2 27 618055.9
12 52 86 924064.9
51 73 98 691507.5
49 81 90 264020.0
95 9 109 2504511.2
7 82 107 729351.6
59 10 38 739001.5
9 85 94 355296.6
18 40 104 1685678.6
23 16 40 660576.0
24 1 109 2927863.3
2 91 116 710432.1
12 38 111 1905063.6
7 10 14 173878.0
41 14 105 2338635.6
32 6 118 2755826.2
16 16 117 2244343.8
22 1 68 1857486.3
56 43 56 408233.8
24 30 49 674321.5
61 104 117 400592.8
43 29 98 2023243.2
44 2 98 2494888.2
83 81 94 432980.2
26 6 65 1635142.0
49 4 119 3024204.3
95 57 91 1027438.6
51 56 91 871979.6
30 51 74 726021.0
1 13 44 765642.0
74 49 51 142354.0
49 11 78 1763170.7
50 103 108 260573.4
74 79 86 289904.2
22 69 71 113030.2
49 27 118 2399847.4
87 112 114 62515.9
34 50 96 1225213.7
87 75 104 809858.5
97 5 38 924831.8
84 64 90 792637.0
72 20 88 1878149.0
42 2 13 333172.3
93 66 87 644109.5
56 1 10 384637.1
34 16 71 1451399.5
57 44 58 495498.7
75 20 63 1163668.8
76 18 117 2268540.6
65 57 99 1054463.1
17 57 67 381984.4
80 89 112 745423.4
92 36 82 1193579.2
78 57 86 855103.8
23 42 79 806642.8
28 51 80 840387.8
31 15 106 2274555.3
49 19 67 1304706.3
87 63 93 972143.8
98 21 54 1113186.7
93 65 78 491371.8
72 31 120 2359557.6
45 54 68 388138.9
35 36 114 2214653.6
16 89 90 105310.3
45 18 41 679364.4
38 41 102 1637610.6
56 43 99 1357198.3
34 69 118 1409404.5
16 11 80 1442677.6
15 6 83 1976284.9
38 34 81 1309199.8
58 59 96 831678.7
9 17 47 800560.6
20 31 117 2077087.4
13 36 106 1811739.6
26 80 115 1025475.6
26 20 67 1385215.1
22 5 103 2656291.6
40 14 86 1710069.9
6 56 100 1329701.6
80 94 95 98631.8
25 80 106 766543.6
34 58 101 1113816.8
59 15 31 505650.6
9 55 91 1006237.6
26 35 115 2086683.5
90 72 87 510964.1
3 5 70 1536759.7
19 39 56 543838.2
48 8 66 1494151.6
51 38 39 79714.5
72 56 109 1427814.0
56 32 46 448021.3
11 3 98 2426673.3
37 17 76 1629996.8
38 18 104 2206019.2
90 43 116 1954738.9
18 65 72 309297.4
65 75 88 352257.5
87 58 61 194389.4
85 18 104 2244833.3
43 73 86 540794.9
13 39 76 994416.5
42 60 96 963137.8
79 99 116 494243.1
86 67 102 915007.1
93 95 99 247759.8
86 8 15 258437.9
88 70 111 1127908.7
63 57 97 1034207.5
38 56 100 1186861.7
95 83 84 93248.8
13 44 73 798001.1
57 34 39 228768.4
33 67 110 1031076.9
31 16 32 477464.2
12 92 102 324127.6
28 8 61 1474329.0
1 51 95 1217156.2
14 1 37 934889.9
29 30 117 1962276.7
50 98 120 694444.7
54 49 92 1042493.5
17 38 116 1957579.2
44 73 78 262686.2
59 9 35 705850.4
32 59 118 1563031.5
21 76 107 876351.1
36 75 80 145585.8
11 74 82 277831.6
77 43 65 535630.1
9 52 71 547872.6
88 113 115 152797.1
65 4 73 1606496.3
23 36 112 1707074.1
22 79 102 694749.6
86 30 107 1851103.5
83 84 94 293779.8
52 18 78 1508657.8
1 39 91 1464387.1
71 15 115 2469201.9
34 36 36 73538.6
77 59 94 930236.2
28 7 90 2189177.8
93 30 75 1397159.2
5 26 60 1007758.7
98 68 79 340722.5
23 22 109 2100561.7
2 34 110 1935266.2
92 74 88 410244.9
4 32 96 1818535.4
46 3 6 147683.8
59 17 103 2207372.9
6 27 94 1842407.2
88 6 55 1365763.9
57 24 33 335551.0
79 47 64 605645.3
46 17 92 1884028.6
1 41 43 143869.9
34 32 44 429088.4
74 17 120 2568684.2
80 69 93 703069.4
49 86 101 541788.0
90 79 102 679648.1
1 29 102 1901744.3
45 65 117 1359061.1
44 61 61 12028.2
42 3 46 1188480.8
31 10 48 959257.4
58 73 85 352821.3
24 68 114 1098068.9
53 91 99 285120.3
33 18 89 1851483.4
51 87 116 725770.7
13 60 89 891409.2
23 36 45 234915.5
57 52 106 1403670.0
55 15 60 1218095.5
32 11 87 1932640.6
94 50 80 907596.2
19 20 58 1013374.6
87 73 110 991939.6
62 31 91 1545899.9
92 100 116 499595.2
54 80 110 693128.3
34 6 10 226409.3
1 102 115 467789.1
22 79 101 690097.8
11 108 110 150776.7
17 1 48 1095552.5
66 57 109 1503873.4
28 45 119 1760604.0
32 58 74 580017.5
76 32 46 415619.3
9 16 43 730756.7
95 100 101 54808.8
93 28 75 1402858.2
86 36 51 461839.3
58 20 31 352992.1
3 91 120 1035246.7
48 3 84 2162617.9
35 18 103 2297406.7
87 2 94 2446727.3
7 3 18 537756.7
3 72 96 747216.1
89 31 107 1825668.0
76 73 107 808379.6
81 16 40 639480.0
89 1 71 1601671.5
52 27 62 871485.1
90 24 29 245674.8
26 58 117 1574990.1
28 26 118 2275159.9
38 13 54 1140451.5
76 64 99 867248.9
82 7 10 210916.8
17 3 73 1706243.3
13 1 103 2571300.7
66 9 23 512973.9
42 18 101 2135076.6
5 64 104 1135998.4
12 24 37 379096.6
54 18 76 1378350.2
62 68 116 1357370.0
13 83 116 841381.7
27 48 76 835353.0
19 17 109 2291823.8
72 99 120 724069.2
27 20 41 597128.0
97 43 96 1380921.3
1 60 81 614136.2
48 60 114 1435613.1
25 29 86 1434510.2
61 25 63 976390.7
66 15 117 2762466.2
46 13 81 1683688.5
18 83 108 769288.0
65 108 115 237510.9
43 35 68 911519.9
63 80 94 400973.9
47 13 87 2064923.2
84 45 97 1499688.3
95 34 115 2014847.8
3 62 105 1181688.1
75 109 114 215527.5
59 29 113 2141517.1
18 82 93 374761.5
56 4 11 372892.9
14 89 112 618491.5
79 19 69 1457391.2
57 1 120 3034097.9
52 7 51 1158613.5
57 34 99 1679901.4
61 13 50 948077.4
75 19 23 235148.2
98 94 120 892573.8
18 22 119 2438361.0
65 46 66 538865.3
32 41 110 1882219.0
10 52 87 1004546.3
27 65 76 427694.9
82 44 85 1201948.3
18 19 58 1009887.1
68 7 11 125631.9
15 51 84 903557.7
25 36 86 1271163.0
78 77 85 235635.8
5 80 120 1042523.8
81 80 113 797920.7
98 65 81 487900.4
92 25 76 1352924.7
38 49 85 1043554.6
56 65 99 925189.8
81 78 113 865891.2
34 66 98 923986.8
54 9 66 1410095.3
54 46 116 1514256.9
69 103 113 371313.4
16 15 17 85678.7
23 45 46 45413.0
62 66 112 1298892.8
57 61 100 1121478.0
44 75 98 723195.5
61 9 107 2445396.9
63 30 106 1924626.4
36 39 42 164077.7
9 53 86 948734.8
84 40 103 1689661.3
30 38 110 1918915.8
69 58 119 1590552.3
95 71 119 1234951.4
5 18 100 2122207.4
55 49 97 1413632.6
99 66 98 890375.6
43 39 114 2150334.5
21 31 74 1309361.2
7 16 27 441282.1
39 17 34 563836.9
62 8 75 1730930.7
95 29 70 1087036.8
41 41 108 1762817.8
68 20 38 589665.9
35 13 94 2096124.5
83 60 106 1230416.7
43 36 92 1629235.3
96 63 100 940787.6
62 54 98 1136697.2
4 76 93 562021.3
58 17 65 1193738.3
5 7 107 2548909.6
18 44 65 525387.6
10 32 32 75097.6
59 85 102 498390.0
70 48 56 320659.8
74 66 69 78937.6
7 15 85 1906251.5
8 5 74 1870336.0
94 31 109 2033062.8
9 73 76 248247.9
82 18 105 2366789.8
97 44 80 1069799.6
56 10 12 147953.6
50 38 103 1716354.7
92 67 101 829158.9
22 44 120 1963531.0
71 22 113 2248816.8
80 76 79 187591.7
39 65 73 265191.6
66 36 94 1637882.7
96 54 76 713200.1
94 56 60 227879.3
57 48 107 1511139.6
11 50 77 739025.6
71 99 113 537597.2
94 1 68 1832449.1
20 23 97 1811091.9
39 80 83 219036.3
44 46 48 142401.3
69 33 94 1584221.2
68 22 91 1826578.2
53 50 66 481011.4
72 49 49 71598.5
64 21 66 1101603.9
98 38 102 1811394.4
7 25 48 653136.9
66 82 88 246736.0
72 87 99 429023.3
48 61 75 510554.0
6 43 117 1920136.1
50 84 85 89847.3
63 27 103 1914453.3
15 26 107 1998163.1
26 48 101 1496804.8
13 1 70 1777265.8
48 2 54 1421541.9
85 66 71 204153.7
83 4 28 766305.1
80 76 117 1263685.4
91 23 115 2632626.4
64 98 100 132072.9
29 7 108 2385656.8
23 49 49 14656.9
49 20 34 445729.7
42 6 42 980246.5
8 17 41 705281.0
79 84 89 251119.1
92 25 60 1059173.2
40 32 81 1231397.8
71 21 47 722895.6
44 52 100 1425933.1
89 9 20 346797.0
60 30 97 1691337.6
38 102 118 451368.8
25 3 85 2092044.6
50 86 92 316866.7
20 108 112 208826.5
34 45 56 347882.4
90 100 118 538586.2
11 36 36 30399.8
6 11 93 2152629.8
45 23 104 1952876.5
9 67 102 1096011.6
58 3 100 2136135.5
61 15 36 591832.8
94 87 106 622919.5
25 67 90 604978.4
25 19 25 289892.6
26 69 88 669275.7
54 116 116 44984.0
91 82 99 707730.2
20 49 60 314246.6
47 29 35 274871.2
36 41 42 118410.5
26 30 84 1502428.9
64 48 90 1060053.0
95 41 105 1638900.2
62 88 117 937736.2
40 1 28 791915.8
83 33 101 1740639.9
72 23 57 972995.2
33 33 63 811539.6
63 38 79 1123627.0
5 43 85 1168509.7
10 50 116 1834461.4
67 44 46 161978.2
64 20 107 2032211.3
64 73 114 1069860.8
88 41 118 1909973.4
41 49 95 1250893.8
10 59 109 1375943.4
51 30 89 1388102.2
98 42 80 1123056.9
88 42 92 1224494.3
87 37 105 1796696.3
27 39 74 1016722.3
35 104 106 123362.8
9 94 116 656668.0
58 29 112 1857413.8
79 24 116 2497060.2
30 64 98 1088489.3
20 39 64 690941.5
100 69 73 156774.4
83 11 57 1101088.8
51 72 90 478858.6
9 74 77 249136.7
81 39 116 1829517.3
62 12 54 1172728.0
42 50 84 876406.7
58 63 107 999577.8
19 74 87 388803.8
93 62 99 1049792.0
51 58 85 715077.3
79 2 65 1699719.0
46 26 109 2084301.1
9 19 42 640926.8
7 113 119 240530.8
7 58 107 1322384.7
79 94 120 728374.5
29 76 91 462579.5
33 25 101 1894525.4
15 72 104 862717.9
84 60 89 894426.1
49 28 63 1041033.6
16 88 120 921199.7
66 23 52 914830.6
60 17 47 823760.3
22 9 113 2708784.4
51 58 89 805917.8
25 37 49 347250.3
66 87 119 869287.7
95 58 99 1135343.5
61 49 75 637166.1
8 60 118 1560152.7
91 48 103 1697745.9
4 25 58 965121.5
77 2 109 2759137.3
74 24 58 1010995.8
56 18 70 1333132.3
43 36 115 2229390.0
94 19 54 943029.6
3 75 95 639379.1
55 86 91 262772.8
85 80 90 378137.4
97 67 110 1158189.1
83 21 44 675085.0
20 20 53 810816.1
90 11 109 2590508.1
53 27 66 1085092.6
9 93 98 170041.9
35 62 83 678427.5
57 25 55 813790.9
79 54 119 1865905.4
50 28 50 679369.2
84 38 84 1279871.9
9 105 114 337906.6
100 9 23 491460.7
60 80 109 761470.5
38 40 102 1661031.1
41 51 92 1184097.6
66 30 118 2361555.0
93 55 112 1495271.4
89 92 104 310216.1
23 37 50 371223.2
74 37 89 1261571.6
78 68 72 251512.4
95 50 108 1488564.9
88 99 102 214798.8
87 69 120 1401920.3
80 16 88 1928547.6
19 89 118 842375.8
91 29 52 722513.4
75 115 117 148280.7
71 62 62 57586.3
61 89 89 102563.4
85 27 63 1098568.2
63 50 75 712534.0
78 3 105 2561218.6
50 14 73 1491208.3
76 57 70 419235.5
7 85 104 517584.4
91 56 61 276252.4
95 16 95 2028542.8
66 13 81 1913223.1
38 27 59 911935.6
12 14 57 1066069.2
68 23 63 1119634.5
46 98 99 132570.2
2 2 34 852687.1
54 66 104 831880.1
49 2 24 726371.2
12 19 54 900198.0
81 12 92 1809989.7
59 11 42 812992.4
73 47 113 1671733.0
3 14 111 2463354.5
18 55 119 1712300.6
25 56 100 1148457.2
22 71 90 531247.6
53 7 60 1485149.2
20 26 27 115959.8
57 62 116 1478009.8
2 32 61 814587.4
43 12 112 2817150.7
63 19 97 1991536.6
56 30 101 1776824.9
6 38 100 1750493.7
27 26 76 1293666.0
67 49 119 1691808.9
97 63 106 1139568.2
90 65 75 359066.6
48 72 100 880659.0
12 104 108 194997.2
37 36 66 954227.8
92 49 68 552105.7
86 82 91 294034.8
63 71 74 155057.4
60 60 73 405460.5
41 57 62 252976.1
68 22 85 1711154.7
21 44 114 1864933.7
21 15 117 2586633.5
39 107 114 306413.8
70 2 80 1928798.5
38 14 62 1293636.6
23 23 63 1000221.4
26 27 53 797640.1
11 25 95 1789261.2
92 3 49 1225663.7
96 2 56 1470165.1
27 98 116 559947.3
81 37 54 466955.3
57 76 111 931329.6
12 89 119 924343.0
90 11 38 817885.0
39 40 107 1823907.0
8 4 92 2318929.4
67 20 85 1792274.2
34 11 94 2023791.9
55 18 81 1765147.0
74 67 72 122572.0
27 26 88 1658313.9
65 63 101 945332.3
19 68 94 778006.1
5 28 40 443921.6
46 14 79 1611159.0
86 6 64 1601924.6
87 19 93 2030186.7
78 14 78 1703295.5
73 14 67 1423555.6
14 43 97 1375733.2
51 4 100 2292284.7
94 50 112 1703429.2
71 15 50 887097.5
24 49 102 1499471.9
42 43 95 1349305.7
39 69 105 1044912.3
85 22 111 2373474.5
14 22 26 249573.7
23 32 118 1916622.5
74 44 51 302751.4
68 46 94 1336931.8
94 25 84 1600330.5
91 56 71 517268.8
27 21 100 1987490.0
3 29 57 776947.2
93 72 98 750018.5
24 65 66 142873.1
6 22 110 2291996.2
32 1 105 2537043.6
5 105 116 314794.3
21 99 113 481481.6
60 10 101 2180264.0
29 2 12 301223.7
17 91 112 468706.0
50 104 115 420388.0
39 74 91 653292.6
46 81 90 325107.0
7 31 36 174988.9
75 18 28 393565.0
52 26 115 2004693.1
46 61 104 1093214.4
44 5 52 1174883.0
53 61 64 152583.1
